Date,Hour,Cloud coverage,Visibility,Temperature,Dew point,Relative humidity,Wind speed,Station pressure,Altimeter,power,narx,error,errorh
13/03/2016,3,1,2.5,11.99,11.91,98.43,7.96,29.04,29.83,0,2.329028866,-2.329028866,4.658057733
13/03/2016,4,1,1.57,12.08,11.97,99.58,7.86,29.02,29.82,0,-33.56818806,33.56818806,-67.13637611
13/03/2016,5,1,0.65,12.06,11.86,97.28,8.6,29.01,29.8,0,-154.006578,154.006578,-308.013156
13/03/2016,6,1,0.65,12.05,11.7,99.84,8.92,29,29.79,0,-48.57371643,48.57371643,-97.14743286
13/03/2016,7,1,1.29,12.21,11.78,97.44,10.2,28.99,29.78,18.03,57.75500434,-39.72500434,97.48000868
13/03/2016,8,1,1.37,12.72,12.18,98.62,9.16,28.98,29.77,107.78,163.5461913,-55.76619132,219.3123826
13/03/2016,9,1,2.49,13.68,12.87,99.74,7.89,28.97,29.76,180.25,326.3192422,-146.0692422,472.3884844
13/03/2016,10,1,5.04,14.52,14.05,99.77,6.46,28.96,29.75,500.75,366.0294154,134.7205846,231.3088308
13/03/2016,11,1,6.61,15.17,14.85,97.77,7.11,28.94,29.73,666.25,610.8845862,55.3654138,555.5191724
13/03/2016,12,1,7.23,15.82,15.52,96.39,5.5,28.92,29.71,1004.5,638.4534349,366.0465651,272.4068699
13/03/2016,13,1,9.72,16.53,15.41,91.72,6.53,28.9,29.69,941.25,896.9860503,44.26394972,852.7221006
13/03/2016,14,1,10,17.02,15.69,89.54,6.42,28.9,29.68,1362.5,880.6382718,481.8617282,398.7765435
13/03/2016,15,0.99,9.79,16.77,15.37,87.54,6.85,28.89,29.67,1359.25,918.5932256,440.6567744,477.9364512
13/03/2016,16,1,8.4,16.41,15.49,90.96,7.72,28.88,29.67,621.25,665.0154992,-43.76549915,708.7809983
13/03/2016,17,1,10,16.03,15.58,93.83,6.18,28.89,29.67,190.25,345.5562372,-155.3062372,500.8624743
13/03/2016,18,1,10,15.31,15.14,95.43,8.57,28.9,29.68,71.37,101.3405818,-29.97058182,131.3111636
13/03/2016,19,1,9.04,14.63,14.64,96.84,8.04,28.9,29.69,0,53.79938214,-53.79938214,107.5987643
13/03/2016,20,1,9.71,14.16,14.13,95.58,6.5,28.9,29.69,0,73.20776634,-73.20776634,146.4155327
13/03/2016,21,1,9.4,13.82,13.87,96.81,6.19,28.91,29.7,0,24.36285912,-24.36285912,48.72571823
13/03/2016,22,1,7.6,13.45,13.56,99.21,6.17,28.92,29.7,0,58.14652477,-58.14652477,116.2930495
13/03/2016,23,1,6.4,13.24,13.46,96.15,2.96,28.92,29.7,0,7.465287391,-7.465287391,14.93057478
13/03/2016,24,1,4.72,13.2,13.07,99.56,0.55,28.9,29.69,0,93.68879163,-93.68879163,187.3775833
14/03/2016,1,1,4.4,12.89,12.99,97.6,5.87,28.9,29.69,0,-50.8289212,50.8289212,-101.6578424
14/03/2016,2,1,3.77,12.73,13,99.7,4.85,28.9,29.69,0,-20.1766687,20.1766687,-40.3533374
14/03/2016,3,1,1.13,12.55,12.54,99.43,0.86,28.89,29.67,0,49.02470087,-49.02470087,98.04940173
14/03/2016,4,1,0.47,12.45,12.54,99.43,0.21,28.89,29.68,0,-9.93341587,9.93341587,-19.86683174
14/03/2016,5,1,0.54,12.38,12.51,99.23,2.31,28.89,29.68,0,-57.65281375,57.65281375,-115.3056275
14/03/2016,6,1,3.09,12.37,12.52,99.73,3.52,28.91,29.7,0,-43.8386161,43.8386161,-87.6772322
14/03/2016,7,1,2.31,12.43,12.48,99.7,2.08,28.92,29.7,39.5,112.018742,-72.51874197,184.5374839
14/03/2016,8,1,6.26,12.75,12.52,98.15,2.59,28.92,29.7,293.75,226.2162104,67.53378961,158.6824208
14/03/2016,9,1,8.15,12.99,12.25,93,3.7,28.92,29.7,373,631.56786,-258.56786,890.13572
14/03/2016,10,1,4.84,13.29,12.51,95.51,5.81,28.92,29.7,747.25,706.5906801,40.65931986,665.9313603
14/03/2016,11,1,6.61,13.56,12.51,95.51,6.65,28.92,29.71,1059,1038.779941,20.2200586,1018.559883
14/03/2016,12,1,7.44,13.39,12.21,91.8,7.44,28.92,29.71,1020.75,1043.594005,-22.84400464,1066.438009
14/03/2016,13,1,9.04,13.59,12.24,87.96,8.4,28.91,29.69,988.25,659.5365297,328.7134703,330.8230595
14/03/2016,14,0.92,10,14.13,12.47,84.12,6.48,28.9,29.69,1192.25,928.8150631,263.4349369,665.3801262
14/03/2016,15,0.92,10,14.27,12.51,83.96,6.64,28.92,29.7,1068.5,973.3733705,95.12662954,878.2467409
14/03/2016,16,1,10,13.98,12.38,83.96,7.4,28.92,29.71,419.75,559.6714055,-139.9214055,699.592811
14/03/2016,17,1,10,13.5,11.93,87.77,8.81,28.95,29.74,114.73,253.5727697,-138.8427697,392.4155394
14/03/2016,18,1,8.08,13.02,12.21,90.96,5.32,28.96,29.75,56.25,112.6137338,-56.36373378,168.9774676
14/03/2016,19,1,7.44,12.31,12.25,93.84,0.12,28.96,29.75,0,55.70197538,-55.70197538,111.4039508
14/03/2016,20,0.89,6.07,11.42,12.12,96.04,0.35,28.96,29.76,0,39.65385294,-39.65385294,79.30770588
14/03/2016,21,0.93,4.21,10.27,11.77,96,1.65,28.99,29.78,0,3.539846989,-3.539846989,7.079693978
14/03/2016,22,1,4.02,9.66,11.95,94.3,1.27,28.98,29.77,0,20.18783923,-20.18783923,40.37567845
14/03/2016,23,0.63,1.58,8.75,10.95,98.52,0.11,28.98,29.78,0,117.3507995,-117.3507995,234.701599
14/03/2016,24,1,0.03,9.2,10.64,99.56,0.33,29,29.79,0,-106.2058096,106.2058096,-212.4116193
15/03/2016,1,1,1.58,8.25,9.5,99.56,1.55,29,29.8,0,-28.15415073,28.15415073,-56.30830147
15/03/2016,2,1,0.4,8.2,9.44,98.29,3.57,28.97,29.77,0,-3.326685775,3.326685775,-6.653371549
15/03/2016,3,1,0.25,8.45,9.83,98.56,5.4,28.97,29.76,0,35.14665463,-35.14665463,70.29330926
15/03/2016,4,1,0.26,8.57,9.43,98.62,5.84,28.97,29.76,0,16.35739092,-16.35739092,32.71478184
15/03/2016,5,1,0.33,8.81,9.5,97.38,6.84,28.96,29.76,0,-205.0366965,205.0366965,-410.073393
15/03/2016,6,0.95,0.99,9.1,9.53,99.71,8.55,28.95,29.74,0.03,-0.587000826,0.617000826,-1.204001651
15/03/2016,7,0.97,0.68,10.57,10.62,98.72,10.04,28.96,29.75,192.08,117.5938932,74.48610683,43.10778634
15/03/2016,8,0.28,7.44,12.63,12.32,96.2,15.4,28.95,29.74,1152.25,690.1647519,462.0852481,228.0795038
15/03/2016,9,0.15,10,14.8,12.85,87.96,17.68,28.93,29.72,2228.25,2163.796083,64.45391704,2099.342166
15/03/2016,10,0.63,10,17.26,14.45,81.96,17.16,28.92,29.71,3162.5,3154.348457,8.151542851,3146.196914
15/03/2016,11,0.99,10,19.01,14.91,76.32,20.64,28.9,29.68,3298.75,3469.438272,-170.6882721,3640.126544
15/03/2016,12,0.63,10,20.61,14.54,69.52,19.44,28.86,29.64,3766,3148.190688,617.8093121,2530.381376
15/03/2016,13,0,10,21.86,14.62,63.92,18.12,28.82,29.6,4354,3679.328173,674.6718275,3004.656345
15/03/2016,14,0,10,22.7,14.8,60.8,21.36,28.78,29.56,4048.75,3647.821878,400.9281222,3246.893756
15/03/2016,15,0,10,23.17,15.01,59.84,19.6,28.75,29.53,3710,3064.341661,645.6583392,2418.683322
15/03/2016,16,0,10,23.24,15.07,58.56,18.72,28.72,29.5,2547,2569.82066,-22.82066012,2592.64132
15/03/2016,17,0.14,10,22.24,15.42,61.92,12.08,28.72,29.5,1272.75,1027.445678,245.3043224,782.1413553
15/03/2016,18,0.42,10,19.54,15.51,72.16,9.72,28.7,29.48,237.65,190.7720481,46.87795188,143.8940962
15/03/2016,19,0.38,10,18.54,15.39,80.04,12.56,28.67,29.45,0.35,-40.2198945,40.5698945,-80.78978899
15/03/2016,20,0.14,10,18.6,15.04,78,14.64,28.64,29.42,0,-9.830622096,9.830622096,-19.66124419
15/03/2016,21,0.72,10,18.7,15.29,76.26,20.48,28.65,29.44,0,42.18100483,-42.18100483,84.36200967
15/03/2016,22,0.75,10,15.17,13.5,84.38,24.26,28.71,29.5,0,75.06028829,-75.06028829,150.1205766
15/03/2016,23,0.79,10,13.6,11.78,84.8,20.64,28.75,29.53,0,71.43567718,-71.43567718,142.8713544
15/03/2016,24,0.44,10,13.01,11.33,89.56,10.11,28.75,29.53,0,-28.08927661,28.08927661,-56.17855323
16/03/2016,1,0.63,10,11.37,9.64,82.88,20.2,28.78,29.56,0,-27.08196595,27.08196595,-54.16393189
16/03/2016,2,0.16,10,10.23,8.3,83.92,21.19,28.79,29.57,0,-18.82594164,18.82594164,-37.65188329
16/03/2016,3,0.44,10,9.79,7.92,83.81,22.31,28.8,29.58,0,221.7934236,-221.7934236,443.5868473
16/03/2016,4,0,10,9.08,7.35,83.96,20.52,28.82,29.6,0,30.49732885,-30.49732885,60.99465769
16/03/2016,5,0.8,10,8.99,5.78,75.44,23.96,28.85,29.64,0,19.56084731,-19.56084731,39.12169463
16/03/2016,6,0.97,10,8.84,5.86,79.16,21.36,28.89,29.67,0.08,37.56769464,-37.48769464,75.05538929
16/03/2016,7,0.26,10,9.25,5.97,77.84,21.2,28.92,29.71,208.53,126.2180427,82.31195732,43.90608537
16/03/2016,8,0,10,10.68,6,73.16,24.48,28.95,29.74,1534.75,860.7364653,674.0135347,186.7229305
16/03/2016,9,0,10,12.39,5.5,64.68,27.16,28.98,29.77,2990,2793.913345,196.086655,2597.82669
16/03/2016,10,0,10,13.57,4.06,52.72,28.04,29.01,29.8,4107,3915.670402,191.3295984,3724.340803
16/03/2016,11,0.43,10,14.8,2.54,42.92,25.64,29.02,29.81,4652.75,4484.033225,168.7167749,4315.31645
16/03/2016,12,0.28,9.04,15.41,0.19,35.64,28.16,29.03,29.82,4340,4528.310841,-188.3108407,4716.621681
16/03/2016,13,0.44,9.04,15.76,-0.78,32.6,28.44,29.03,29.82,4254.25,4088.02782,166.2221804,3921.805639
16/03/2016,14,0.55,10,16.32,-0.23,31.92,24.24,29.04,29.83,3874.5,3618.721213,255.7787868,3362.942426
16/03/2016,15,0.45,10,16.09,-0.09,31.6,22.04,29.04,29.83,3020.25,3098.460796,-78.21079571,3176.671591
16/03/2016,16,0.54,10,15.54,-1.35,30.48,21,29.05,29.84,2792.5,2011.608177,780.8918232,1230.716354
16/03/2016,17,0.14,9.88,14.45,-1.46,32.52,18.84,29.06,29.85,1336.75,1508.502038,-171.7520378,1680.254076
16/03/2016,18,0,9.88,11.87,-0.38,40.48,12.48,29.07,29.86,266.28,392.9637429,-126.6837429,519.6474858
16/03/2016,19,0.28,9.92,9.88,0.4,49.84,8.76,29.08,29.87,1.49,12.2484183,-10.7584183,23.00683659
16/03/2016,20,0,10,8.42,0.77,54.8,10.36,29.09,29.88,0,-74.70306101,74.70306101,-149.406122
16/03/2016,21,0.41,10,8.44,0.95,58.24,7.56,29.1,29.89,0,-69.76975623,69.76975623,-139.5395125
16/03/2016,22,0.8,9.92,8.36,1.64,65.16,9.8,29.13,29.92,0,-71.64494961,71.64494961,-143.2898992
16/03/2016,23,0.73,10,7.06,2.4,63.96,11.44,29.11,29.9,0,62.22872862,-62.22872862,124.4574572
16/03/2016,24,0,10,5.64,2.82,80.66,6,29.11,29.9,0,51.31401769,-51.31401769,102.6280354
17/03/2016,1,0,10,4.47,2.34,82.76,7.92,29.1,29.89,0,-39.31772078,39.31772078,-78.63544156
17/03/2016,2,0,10,4.81,1.29,71.12,10.48,29.09,29.88,0,-53.26123088,53.26123088,-106.5224618
17/03/2016,3,0,10,4.52,1.02,66.51,10.84,29.09,29.88,0,-23.68902055,23.68902055,-47.3780411
17/03/2016,4,0,10,4.56,0.71,66.63,10.2,29.09,29.88,0,-36.75088319,36.75088319,-73.50176639
17/03/2016,5,0,10,4.02,0.6,69.63,8.92,29.11,29.9,0,107.6632505,-107.6632505,215.326501
17/03/2016,6,0,10,4.13,0.87,72.72,10.12,29.13,29.92,0.78,113.1003026,-112.3203026,225.4206053
17/03/2016,7,0,10,6.74,1.3,65.23,9.52,29.14,29.93,306.65,324.0829202,-17.43292021,341.5158404
17/03/2016,8,0,10,9.44,1.43,57.12,14.8,29.14,29.93,1584.75,1332.068353,252.6816469,1079.386706
17/03/2016,9,0,10,11.27,1.59,50.64,14,29.15,29.94,3004.25,2894.129535,110.1204647,2784.009071
17/03/2016,10,0,10,13.24,1.22,43.92,12.92,29.16,29.95,4059,3638.925194,420.0748062,3218.850388
17/03/2016,11,0,10,14.82,-0.89,34.08,14.96,29.15,29.94,4616.5,4445.519111,170.9808893,4274.538221
17/03/2016,12,0.29,10,15.52,-2.45,28.64,21.4,29.14,29.93,4517.75,4560.795867,-43.04586728,4603.841735
17/03/2016,13,0.63,10,15.4,-2.51,28.12,16.88,29.12,29.91,4018,4026.140854,-8.14085365,4034.281707
17/03/2016,14,0.64,10,15.42,-3.28,25.68,18.72,29.12,29.91,4355.25,3257.521016,1097.728984,2159.792033
17/03/2016,15,0.65,10,15.33,-4.11,26.36,18.08,29.12,29.91,3236.5,3534.935166,-298.4351661,3833.370332
17/03/2016,16,0.4,10,14.73,-4.35,25.52,19.04,29.12,29.91,1731.5,2204.638798,-473.1387976,2677.777595
17/03/2016,17,0.52,10,13.5,-3.89,27.96,14.04,29.14,29.93,1297.5,870.8682746,426.6317254,444.2365491
17/03/2016,18,0.42,10,10.51,-2.61,36.08,8.32,29.15,29.94,264.98,379.9016589,-114.9216589,494.8233178
17/03/2016,19,0,10,8.4,-1.14,46.88,1.16,29.17,29.96,2.14,-117.4617726,119.6017726,-237.0635453
17/03/2016,20,0.62,10,7.71,-0.78,53.12,3.32,29.18,29.97,0,0.50748718,-0.50748718,1.01497436
17/03/2016,21,0.91,10,6.85,-0.27,56.64,3.64,29.18,29.97,0,-167.5499182,167.5499182,-335.0998363
17/03/2016,22,0.83,10,5.41,0.62,66.33,1.08,29.19,29.98,0,-115.28671,115.28671,-230.5734199
17/03/2016,23,0.65,10,4.9,0.93,67.47,4.4,29.19,29.98,0,28.29854133,-28.29854133,56.59708266
17/03/2016,24,0.47,10,4.69,0.26,68.22,5.22,29.19,29.98,0,32.05192472,-32.05192472,64.10384944
18/03/2016,1,1,10,5.32,-0.31,55.27,11.76,29.21,30,0,23.5468622,-23.5468622,47.09372441
18/03/2016,2,0.57,10,5.22,0.05,65.52,10.44,29.22,30.01,0,-73.72244662,73.72244662,-147.4448932
18/03/2016,3,0.04,10,4,0.13,71.84,7.24,29.23,30.02,0,-6.422853973,6.422853973,-12.84570795
18/03/2016,4,0.02,10,2.75,0.22,79.84,4.4,29.23,30.02,0,6.21516983,-6.21516983,12.43033966
18/03/2016,5,0.04,10,1.22,-0.11,83.92,5.04,29.26,30.05,0,66.15059638,-66.15059638,132.3011928
18/03/2016,6,0,10,1.26,-0.95,77.32,7.04,29.27,30.07,1.69,-1.613959294,3.303959294,-4.917918589
18/03/2016,7,0,10,3.15,-1.83,67.68,8.24,29.29,30.08,281.13,348.681639,-67.55163896,416.2332779
18/03/2016,8,0,10,5.2,-1.9,60.24,9.68,29.3,30.09,1406.5,1143.111739,263.3882613,879.7234773
18/03/2016,9,0,10,6.77,-2.03,53,10.76,29.31,30.11,2927.75,2538.796341,388.9536586,2149.842683
18/03/2016,10,0,10,7.26,-2.3,50.48,8.68,29.33,30.12,3728.5,3582.124439,146.3755611,3435.748878
18/03/2016,11,0,10,7.78,-2.56,47.28,8.64,29.33,30.12,2512.5,3849.124299,-1336.624299,5185.748598
18/03/2016,12,0,10,8.87,-2.08,45.48,7.36,29.31,30.1,3581,2825.797803,755.202197,2070.595606
18/03/2016,13,0,10,9.77,-2.6,41.88,5.2,29.28,30.07,4331.25,3477.211148,854.0388521,2623.172296
18/03/2016,14,0.14,10,10.22,-2.51,39.32,7.24,29.27,30.06,3667.75,3794.610599,-126.860599,3921.471198
18/03/2016,15,0.45,10,10.16,-2.81,38,7.24,29.28,30.07,2350,2523.537339,-173.5373394,2697.074679
18/03/2016,16,0.84,10,9.69,-3.39,37.68,9.28,29.28,30.07,1018.25,1224.214552,-205.9645521,1430.179104
18/03/2016,17,1,10,9.14,-2.92,41.64,8.08,29.28,30.07,450.5,262.7470419,187.7529581,74.9940839
18/03/2016,18,0.92,10,7.98,-2.66,43.68,7.04,29.29,30.08,110.5,165.2240779,-54.72407785,219.9481557
18/03/2016,19,0.73,10,7.06,-1.59,51.32,6.04,29.3,30.09,0.63,62.00383324,-61.37383324,123.3776665
18/03/2016,20,0.92,10,6.69,-1.29,53.52,6.04,29.31,30.11,0,0.823409975,-0.823409975,1.64681995
18/03/2016,21,1,10,6,-0.42,57.64,6.32,29.31,30.11,0,-8.972000933,8.972000933,-17.94400187
18/03/2016,22,0.92,10,5.82,0.33,64.04,7.92,29.31,30.11,0,-12.35976294,12.35976294,-24.71952587
18/03/2016,23,1,10,5.36,1.86,75.68,8.92,29.31,30.1,0,-5.054409172,5.054409172,-10.10881834
18/03/2016,24,1,10,5.22,1.6,75.12,7.89,29.3,30.09,0,-36.13586726,36.13586726,-72.27173452
19/03/2016,1,0.92,10,4.42,1.77,79.84,7.32,29.31,30.1,0,-56.05087517,56.05087517,-112.1017503
19/03/2016,2,1,10,3.95,1.69,81.76,7.68,29.29,30.08,0,61.76664549,-61.76664549,123.533291
19/03/2016,3,0.18,10,3.34,1,81.04,7.36,29.29,30.08,0,4.997004545,-4.997004545,9.99400909
19/03/2016,4,0.6,10,3.09,0.44,80.08,7.04,29.3,30.09,0,-53.28252151,53.28252151,-106.565043
19/03/2016,5,1,10,2.49,0.51,84.44,7.96,29.31,30.11,0,-33.48000112,33.48000112,-66.96000223
19/03/2016,6,1,10,2.08,0.67,85.84,9.28,29.33,30.12,0,-108.7034889,108.7034889,-217.4069777
19/03/2016,7,0.99,10,2.68,1.12,88.72,8.68,29.34,30.14,114.38,100.4793509,13.90064914,86.57870173
19/03/2016,8,0.56,10,4.05,1.06,78.88,9.32,29.34,30.14,723.5,560.890606,162.609394,398.2812119
19/03/2016,9,1,10,5.41,0.96,72.16,7.72,29.34,30.14,2003,1671.71611,331.2838905,1340.432219
19/03/2016,10,0.92,10,6.74,-0.36,58.96,6.72,29.35,30.14,3010.75,2480.162962,530.5870376,1949.575925
19/03/2016,11,0.5,10,7.89,-0.94,52.64,6.8,29.34,30.13,2946,3192.067078,-246.0670779,3438.134156
19/03/2016,12,0.55,10,7.9,-2.58,44.08,5.68,29.34,30.13,2477.25,3155.011786,-677.7617862,3832.773572
19/03/2016,13,1,10,7.92,-1.96,48.8,6.16,29.34,30.13,1000.5,2068.793137,-1068.293137,3137.086275
19/03/2016,14,1,10,7.72,-1.03,52,6.4,29.34,30.13,563.75,950.6273029,-386.8773029,1337.504606
19/03/2016,15,1,10,7.55,-1.27,51.92,4.48,29.33,30.12,451.25,554.9194739,-103.6694739,658.5889479
19/03/2016,16,1,10,7.07,-0.48,55.92,9.04,29.33,30.12,291,411.0853129,-120.0853129,531.1706258
19/03/2016,17,1,10,6.57,-0.13,59.2,8.08,29.34,30.13,116.93,174.1217074,-57.1917074,231.3134148
19/03/2016,18,1,10,5.95,0.62,64.36,7.72,29.35,30.15,22.05,118.0390069,-95.98900685,214.0280137
19/03/2016,19,1,10,5.46,0.64,69.04,7.04,29.36,30.16,0,-13.34478884,13.34478884,-26.68957768
19/03/2016,20,1,10,5,0.81,71.2,7.68,29.36,30.16,0,-20.74021112,20.74021112,-41.48042224
19/03/2016,21,1,9.96,4.26,1.08,76.38,7.42,29.36,30.16,0,19.00439437,-19.00439437,38.00878875
19/03/2016,22,1,10,3.75,1.96,82.48,6.72,29.36,30.15,0,-1.500945085,1.500945085,-3.001890171
19/03/2016,23,1,10,3.68,1.12,76.88,7.08,29.35,30.14,0,-20.04189076,20.04189076,-40.08378152
19/03/2016,24,1,9.89,3.87,0.19,74.76,8.78,29.34,30.14,0,-55.0192971,55.0192971,-110.0385942
20/03/2016,1,1,10,3.52,-1.3,68.55,9.92,29.34,30.14,0,-25.01293096,25.01293096,-50.02586193
20/03/2016,2,1,10,3.15,-0.91,71.08,9.52,29.34,30.13,0,-2.854909529,2.854909529,-5.709819058
20/03/2016,3,1,10,2.74,-0.12,78.64,9.24,29.33,30.12,0,2.039132589,-2.039132589,4.078265178
20/03/2016,4,1,10,2.5,0.03,79.72,9.28,29.34,30.13,0,-23.45794682,23.45794682,-46.91589364
20/03/2016,5,0.92,10,1.98,0.02,82.84,10,29.34,30.14,0,-69.15978742,69.15978742,-138.3195748
20/03/2016,6,0.54,10,1.32,-0.2,87.56,9.6,29.36,30.15,1.97,-43.41967342,45.38967342,-88.80934683
20/03/2016,7,0.14,10,2.15,-0.95,79.4,10.88,29.36,30.16,305.43,192.9447158,112.4852842,80.45943153
20/03/2016,8,0.28,10,3.43,-1.59,66.72,10.64,29.37,30.17,1629.25,1026.226798,603.0232022,423.2035956
20/03/2016,9,0,10,5.11,-3.16,54.88,11.44,29.39,30.18,3076.75,2371.198672,705.5513277,1665.647345
20/03/2016,10,0.57,10,6.32,-3.78,47.72,11.76,29.39,30.18,4093.75,4056.923646,36.8263539,4020.097292
20/03/2016,11,0.82,10,6.64,-2.22,52.64,12.8,29.38,30.17,4470,3993.225233,476.7747675,3516.450465
20/03/2016,12,0.91,10,6.9,-2.13,51.44,11.8,29.36,30.16,2626,3975.460877,-1349.460877,5324.921754
20/03/2016,13,0.83,10,7.12,-4.54,41.6,15.36,29.35,30.14,2112,2321.478561,-209.4785614,2530.957123
20/03/2016,14,1,10,7.19,-5.06,40.08,14.48,29.34,30.14,1401,2025.905647,-624.9056472,2650.811294
20/03/2016,15,1,10,6.89,-4.42,43.2,15.2,29.34,30.14,1469.75,908.375682,561.374318,347.001364
20/03/2016,16,1,10,6.71,-4.27,44.12,14.92,29.35,30.14,871.25,882.5844119,-11.33441193,893.9188239
20/03/2016,17,0.91,10,6.32,-4.24,45.4,12.52,29.36,30.16,724,424.8424651,299.1575349,125.6849302
20/03/2016,18,1,10,5.71,-3.04,51,10.16,29.37,30.17,114.7,288.1475769,-173.4475769,461.5951537
20/03/2016,19,1,10,4.19,-2.15,57.8,8.12,29.39,30.18,1.87,-27.39855262,29.26855262,-56.66710524
20/03/2016,20,1,10,3.04,-1.36,65.08,5.72,29.39,30.19,0,37.77212774,-37.77212774,75.54425547
20/03/2016,21,1,10,3.2,-1.27,70,6,29.39,30.19,0,-16.55644994,16.55644994,-33.11289988
20/03/2016,22,0.18,10,2.29,-1.76,73,6.64,29.39,30.19,0,-67.97246719,67.97246719,-135.9449344
20/03/2016,23,0.02,10,0.57,-2.55,75.16,7,29.39,30.18,0,-4.180306904,4.180306904,-8.360613808
20/03/2016,24,0,10,0.31,-3.1,76.22,6.89,29.39,30.18,0,36.49780192,-36.49780192,72.99560385
21/03/2016,1,0,10,-0.79,-3.04,79.92,7.04,29.38,30.18,0,34.26922604,-34.26922604,68.53845208
21/03/2016,2,0,10,-1.15,-3.15,79.92,6.68,29.37,30.17,0,7.624523602,-7.624523602,15.2490472
21/03/2016,3,0,10,-1.58,-3.27,80.08,6.68,29.38,30.17,0,1.629474381,-1.629474381,3.258948761
21/03/2016,4,0,10,-1.82,-3.34,82.96,6.32,29.39,30.18,0,-50.2502851,50.2502851,-100.5005702
21/03/2016,5,0,10,-2.33,-3.62,86.16,6.92,29.39,30.19,0,60.4027155,-60.4027155,120.805431
21/03/2016,6,0,10,-1.77,-3.18,85,7.68,29.4,30.2,2.21,70.36083707,-68.15083707,138.5116741
21/03/2016,7,0,10,0.5,-1.92,80.08,7.92,29.41,30.21,421.95,412.34722,9.602779989,402.74444
21/03/2016,8,0,10,3.63,-1.41,68,8.96,29.42,30.22,1560.5,1384.218492,176.2815084,1207.936983
21/03/2016,9,0,10,5.62,-2.1,56.48,9.04,29.43,30.23,3097.5,2844.874569,252.6254311,2592.249138
21/03/2016,10,0.28,10,7.01,-2.44,50.2,10.2,29.41,30.21,4184.25,3676.510982,507.7390179,3168.771964
21/03/2016,11,0.29,10,8.12,-2.74,45.44,10.36,29.41,30.21,4608.75,4191.344223,417.405777,3773.938446
21/03/2016,12,0.63,10,9.26,-2.46,43.36,12.8,29.4,30.2,4096.5,4397.435647,-300.9356473,4698.371295
21/03/2016,13,0.43,10,10.15,-2.38,40.36,15.48,29.36,30.16,4291.75,3751.985553,539.7644468,3212.221106
21/03/2016,14,0.15,9.04,11.04,-2.6,38.28,12.48,29.34,30.13,4471.75,3940.774904,530.9750964,3409.799807
21/03/2016,15,0,10,11.49,-2.72,36.28,12.76,29.31,30.11,4042.25,3742.976774,299.2732261,3443.703548
21/03/2016,16,0,10,11.66,-3,34.32,10.36,29.29,30.08,2907,2883.004377,23.99562267,2859.008755
21/03/2016,17,0,10,10.86,-2.99,36.4,9.28,29.28,30.07,1460.25,1663.2952,-203.0452001,1866.3404
21/03/2016,18,0,10,9.3,-2,41.92,7.44,29.26,30.05,229.38,333.4345303,-104.0545303,437.4890606
21/03/2016,19,0,10,7.23,-0.81,54.24,7.76,29.26,30.05,6.45,-138.5301381,144.9801381,-283.5102763
21/03/2016,20,0,10,6.46,-0.02,60.24,9.4,29.26,30.05,0,-25.32704133,25.32704133,-50.65408265
21/03/2016,21,0,10,5.83,0.35,66.92,7.76,29.26,30.05,0,34.24401591,-34.24401591,68.48803181
21/03/2016,22,0,10,5.31,0.3,68.76,8.84,29.25,30.04,0,-13.52252011,13.52252011,-27.04504022
21/03/2016,23,0,10,5.15,0.61,72.16,9.8,29.23,30.02,0,-3.129918194,3.129918194,-6.259836389
21/03/2016,24,0,10,4.87,0.53,72.67,9.22,29.22,30.01,0,10.87111678,-10.87111678,21.74223356
22/03/2016,1,0,10,4.99,0.48,70,10.12,29.2,29.99,0,-31.04007565,31.04007565,-62.0801513
22/03/2016,2,0,10,5.22,0.48,66.16,14.64,29.16,29.95,0,15.79370451,-15.79370451,31.58740901
22/03/2016,3,0,10,4.78,0.51,70.12,11.88,29.14,29.93,0,-32.64452913,32.64452913,-65.28905827
22/03/2016,4,0,10,4.54,0.48,71.08,13.12,29.13,29.92,0,29.96762355,-29.96762355,59.93524711
22/03/2016,5,0,10,4.55,0.48,70.12,11.8,29.1,29.89,0,43.53575056,-43.53575056,87.07150111
22/03/2016,6,0,10,4.92,0.51,68.2,12.16,29.1,29.89,2.95,89.38677821,-86.43677821,175.8235564
22/03/2016,7,0,10,6.93,0.98,63.32,15.4,29.09,29.88,383.68,332.4641517,51.21584828,281.2483034
22/03/2016,8,0,10,10.07,1.48,53.32,16.48,29.07,29.86,1501.5,1243.844354,257.6556455,986.1887089
22/03/2016,9,0,10,11.69,1.42,44.84,23,29.07,29.86,2939.25,2828.325681,110.9243192,2717.401362
22/03/2016,10,0,10,13.41,2.05,47.88,21.76,29.04,29.83,2000.25,3236.127862,-1235.877862,4472.005724
22/03/2016,11,0,10,16.28,3.66,42.68,20.52,29.02,29.81,3984.75,2727.097082,1257.652918,1469.444164
22/03/2016,12,0,10,17.49,4,39.72,23.12,28.98,29.77,4629.75,4067.143872,562.606128,3504.537744
22/03/2016,13,0,10,18.8,4.54,37.08,24.88,28.94,29.73,4664.75,3993.317462,671.4325378,3321.884924
22/03/2016,14,0,8.08,19.18,4.48,37.08,25.8,28.91,29.69,4344.75,4112.246116,232.5038836,3879.742233
22/03/2016,15,0,10,19.61,4.3,35.4,23.4,28.9,29.68,3139.25,3304.459115,-165.2091148,3469.66823
22/03/2016,16,0,10,18.73,5.04,38.04,21.92,28.9,29.68,1729.5,2035.049674,-305.5496743,2340.599349
