Date,Hour,Cloud coverage,Visibility,Temperature,Dew point,Relative humidity,Wind speed,Station pressure,Altimeter,power,narx,error,errorh
01/02/2016,4,0,9.88,0.83,0.45,90.08,6.12,29.15,29.94,0,-83.14150981,83.14150981,-166.2830196
01/02/2016,5,0,9.84,0.77,0.1,85.44,5.08,29.16,29.95,0,118.7347713,-118.7347713,237.4695427
01/02/2016,6,0,9.92,0.37,-0.01,89.12,4.72,29.19,29.98,0,298.8566543,-298.8566543,597.7133085
01/02/2016,7,0,10,0.47,-0.04,90.08,6,29.2,29.99,84.29,308.8020222,-224.5120222,533.3140445
01/02/2016,8,0.14,9.92,0.89,0.3,92,2.76,29.22,30.01,531,500.051984,30.94801599,469.103968
01/02/2016,9,0.92,10,1.97,0.41,86.12,5.56,29.24,30.04,923.75,1257.178275,-333.4282747,1590.606549
01/02/2016,10,0.46,10,3.15,1.07,82.48,2.12,29.27,30.06,1947.75,1073.867705,873.8822949,199.9854103
01/02/2016,11,0.42,10,4.5,1.05,75.88,0,29.27,30.06,3562,2448.258726,1113.741274,1334.517452
01/02/2016,12,0,10,6.16,1.26,68.96,0,29.26,30.05,4236.5,3385.002275,851.4977252,2533.50455
01/02/2016,13,0,10,7.56,1.41,64.48,0,29.25,30.04,3913,4121.936019,-208.9360195,4330.872039
01/02/2016,14,0,10,8.47,0.63,57.12,3.72,29.24,30.03,3189.25,3373.507671,-184.2576713,3557.765343
01/02/2016,15,0,10,8.78,-0.2,51.76,2.04,29.23,30.02,1687.75,2287.703346,-599.9533456,2887.656691
01/02/2016,16,0,10,8.49,-0.21,54.2,3.2,29.24,30.03,453.93,868.3383814,-414.4083814,1282.746763
01/02/2016,17,0,10,5.86,0.44,64.64,3.16,29.26,30.05,9.13,231.0345577,-221.9045577,452.9391155
01/02/2016,18,0.4,10,3.03,-0.07,71.72,4.68,29.27,30.06,0,-7.174898879,7.174898879,-14.34979776
01/02/2016,19,0.14,10,2.03,-0.23,79.6,5.76,29.28,30.07,0,21.59463394,-21.59463394,43.18926788
01/02/2016,20,0,10,1.78,-0.34,79.72,7.36,29.27,30.06,0,-125.7099034,125.7099034,-251.4198067
01/02/2016,21,0.01,10,1.79,-0.58,84.76,7.04,29.27,30.06,0,-74.48633943,74.48633943,-148.9726789
01/02/2016,22,0,10,1.67,-0.34,86.88,6.76,29.28,30.08,0,-35.69781865,35.69781865,-71.3956373
01/02/2016,23,0,5.52,1.43,0.05,90.76,6.12,29.29,30.08,0,23.40181269,-23.40181269,46.80362537
01/02/2016,24,0,4.11,1.33,0.38,91.67,8.11,29.28,30.07,0,-18.21123106,18.21123106,-36.42246211
02/02/2016,1,0,4.72,1.11,-0.01,91.88,6.44,29.28,30.07,0,134.0487738,-134.0487738,268.0975477
02/02/2016,2,0,4.4,1.04,0.05,91.72,9.4,29.28,30.07,0,156.4217363,-156.4217363,312.8434725
02/02/2016,3,0,3.08,0.78,-0.01,94.44,10.12,29.25,30.04,0,80.13756894,-80.13756894,160.2751379
02/02/2016,4,0,3.04,0.8,0.02,95.72,12.12,29.22,30.01,0,-28.88898077,28.88898077,-57.77796153
02/02/2016,5,0.73,3.4,1.33,0.33,94.44,13.44,29.2,29.99,0,157.7893449,-157.7893449,315.5786899
02/02/2016,6,0.92,5.04,2.07,0.54,89.8,14.08,29.19,29.98,0,140.9517998,-140.9517998,281.9035995
02/02/2016,7,0.92,5.76,2.51,0.67,86.8,18,29.13,29.92,31.35,229.5770216,-198.2270216,427.8040432
02/02/2016,8,0.92,5,2.63,1.06,88.84,17.92,29.08,29.87,116.1,247.5081291,-131.4081291,378.9162581
02/02/2016,9,1,6.35,3.34,1.65,86.89,18.3,29.01,29.81,172.5,311.6217073,-139.1217073,450.7434147
02/02/2016,10,0.99,5.22,3.95,2.22,87.26,20.18,28.95,29.75,205,169.1798826,35.82011741,133.3597652
02/02/2016,11,1,7.35,5.04,3.16,86.38,21.5,28.9,29.68,274,202.5358631,71.46413686,131.0717263
02/02/2016,12,1,5.93,6.34,4.93,90.56,20.46,28.85,29.64,325,262.918072,62.08192804,200.8361439
02/02/2016,13,1,1,7.96,7.07,97.28,17.56,28.81,29.59,256.5,415.2017285,-158.7017285,573.903457
02/02/2016,14,1,0.92,9.99,9.27,97.38,15.76,28.76,29.54,133.75,240.6321332,-106.8821332,347.5142663
02/02/2016,15,1,3.15,11.87,11.02,96,20.92,28.72,29.5,182.5,173.8043854,8.695614637,165.1087707
02/02/2016,16,1,4.68,12.79,11.72,95.2,17.96,28.71,29.49,115.5,140.3294717,-24.82947174,165.1589435
02/02/2016,17,0.83,7.26,13.51,12.56,94.26,17.15,28.69,29.47,2.93,133.6407243,-130.7107243,264.3514487
02/02/2016,18,0.89,8,14.06,13.56,93.27,16.08,28.65,29.43,0,187.5683138,-187.5683138,375.1366276
02/02/2016,19,0.96,5.62,13.87,13.5,94.17,14,28.66,29.45,0,48.98251206,-48.98251206,97.96502413
02/02/2016,20,1,3.91,12.55,13.15,98.89,3.48,28.68,29.47,0,-16.29808091,16.29808091,-32.59616182
02/02/2016,21,1,0.18,10.85,11.72,100,2.44,28.69,29.47,0,7.470083169,-7.470083169,14.94016634
02/02/2016,22,1,0.09,10.19,11.06,98.72,6.68,28.72,29.5,0,-97.98284816,97.98284816,-195.9656963
02/02/2016,23,1,0.24,9.66,10.26,100,4.44,28.72,29.5,0,-1.150028923,1.150028923,-2.300057847
02/02/2016,24,1,0.25,9.58,9.67,96.44,0.55,28.73,29.51,0,-30.16001302,30.16001302,-60.32002603
03/02/2016,1,1,0.25,7.92,8.84,100,6.68,28.73,29.51,0,78.0601861,-78.0601861,156.1203722
03/02/2016,2,0.97,0.73,6.23,7.21,98.86,5.53,28.74,29.52,0,-1.608754718,1.608754718,-3.217509436
03/02/2016,3,0.6,5.44,5,6.06,97.28,11.24,28.75,29.53,0,-10.54482837,10.54482837,-21.08965673
03/02/2016,4,0,10,4.6,3.5,85.16,13.88,28.77,29.55,0,-34.60259519,34.60259519,-69.20519039
03/02/2016,5,0.48,10,3.79,2.38,86.28,13.4,28.8,29.58,0,91.87410731,-91.87410731,183.7482146
03/02/2016,6,0.16,10,2.47,0.22,79.12,15.36,28.83,29.61,0.68,127.84463,-127.16463,255.0092599
03/02/2016,7,0.56,10,1.86,-0.17,81.04,11.72,28.85,29.63,303.38,73.01663604,230.363364,-157.3467279
03/02/2016,8,0.98,10,2.47,0.23,80.04,15.23,28.88,29.67,327.75,655.3787822,-327.6287822,983.0075645
03/02/2016,9,1,10,3.14,0.42,79,20.56,28.91,29.7,337.75,756.7175533,-418.9675533,1175.685107
03/02/2016,10,1,10,3.13,1.02,81.88,19.4,28.94,29.73,205,739.851175,-534.851175,1274.70235
03/02/2016,11,1,7.44,2.78,1.22,86.8,21.4,28.96,29.75,250.5,573.7304803,-323.2304803,896.9609606
03/02/2016,12,1,5.3,2.05,1.05,88.7,22.35,28.98,29.77,378.75,444.7836145,-66.03361451,510.817229
03/02/2016,13,1,9.74,1.58,0.39,88.58,21.59,29,29.79,310,354.5491522,-44.54915217,399.0983043
03/02/2016,14,1,9.89,1.1,-0.08,87.56,22.57,29.05,29.84,256.25,221.6881659,34.56183413,187.1263317
03/02/2016,15,1,10,0.31,-0.77,88.58,19,29.08,29.88,353.75,222.1350232,131.6149768,90.52004634
03/02/2016,16,1,10,-0.22,-1.66,85.76,21.16,29.13,29.92,62.8,181.5557694,-118.7557694,300.3115388
03/02/2016,17,1,10,-0.54,-2.36,84.2,19.72,29.17,29.96,0.74,136.6668333,-135.9268333,272.5936665
03/02/2016,18,1,10,-0.69,-2.7,83.08,17.36,29.22,30.01,0,24.04721317,-24.04721317,48.09442633
03/02/2016,19,1,10,-0.82,-3.04,80.2,16.24,29.26,30.05,0,97.74719345,-97.74719345,195.4943869
03/02/2016,20,1,10,-0.96,-3.64,79.76,16.56,29.29,30.08,0,-10.97613203,10.97613203,-21.95226405
03/02/2016,21,1,10,-1.12,-3.84,79.44,15.76,29.3,30.09,0,-32.08257208,32.08257208,-64.16514416
03/02/2016,22,1,10,-1.6,-4.26,78,18.44,29.32,30.11,0,35.0136022,-35.0136022,70.0272044
03/02/2016,23,1,10,-1.85,-4.67,79.16,15.72,29.34,30.13,0,43.64108312,-43.64108312,87.28216624
03/02/2016,24,1,10,-1.87,-4.8,81.56,20.56,29.34,30.14,0,-39.5878419,39.5878419,-79.17568379
04/02/2016,1,1,10,-2.57,-5.63,78,14.72,29.36,30.16,0,-50.81687709,50.81687709,-101.6337542
04/02/2016,2,1,10,-3.08,-6.13,78,14.48,29.38,30.17,0,-26.06859438,26.06859438,-52.13718876
04/02/2016,3,1,10,-3.39,-5.78,79.68,13.84,29.38,30.18,0,-92.43169166,92.43169166,-184.8633833
04/02/2016,4,1,10,-3.81,-6.14,77.88,14.04,29.39,30.19,0,-80.30901436,80.30901436,-160.6180287
04/02/2016,5,1,10,-4.32,-6.76,77.88,13.08,29.39,30.19,0,-48.24826394,48.24826394,-96.49652788
04/02/2016,6,1,10,-4.76,-7.75,75.92,13.68,29.42,30.22,0,55.20430894,-55.20430894,110.4086179
04/02/2016,7,0.42,10,-5.41,-8.68,75.44,12.08,29.45,30.25,243.54,120.2705815,123.2694185,-2.998836936
04/02/2016,8,0.3,10,-5.49,-8.8,74.57,11.88,29.46,30.26,1750.25,731.4441482,1018.805852,-287.3617037
04/02/2016,9,0.29,10,-4.75,-8.5,71.64,12.6,29.48,30.28,3386,2472.613537,913.3864625,1559.227075
04/02/2016,10,0.15,10,-3.81,-8.15,69.84,10.76,29.49,30.29,4258.25,3787.958792,470.2912076,3317.667585
04/02/2016,11,0,10,-2.86,-7.78,66.84,8.72,29.47,30.27,4610.25,4286.309652,323.9403483,3962.369303
04/02/2016,12,0.28,10,-1.92,-6.76,67.72,10.44,29.46,30.26,4617.25,4368.990432,248.2595679,4120.730864
04/02/2016,13,0,10,-1.19,-6.52,64.52,10.64,29.45,30.25,4278.25,3998.864779,279.3852213,3719.479557
04/02/2016,14,0,10,-0.49,-6.05,64.84,8.08,29.44,30.24,3491.75,3502.842983,-11.09298345,3513.935967
04/02/2016,15,0,10,0.1,-5.54,63.8,8.72,29.45,30.25,1941,2629.529172,-688.5291724,3318.058345
04/02/2016,16,0,10,0.12,-5.36,64.96,7.68,29.47,30.27,542,1047.553999,-505.5539989,1553.107998
04/02/2016,17,0,10,-0.6,-4.66,69.2,4.84,29.49,30.29,12.84,156.730267,-143.890267,300.620534
04/02/2016,18,0,10,-1.1,-3.68,78.64,4.4,29.49,30.29,0,-55.78842108,55.78842108,-111.5768422
04/02/2016,19,0.83,10,-0.97,-3.12,81.04,4.44,29.5,30.3,0,-15.19194082,15.19194082,-30.38388164
04/02/2016,20,0.54,10,-1.39,-3.5,82,6.04,29.5,30.3,0,5.414485993,-5.414485993,10.82897199
04/02/2016,21,0.14,10,-1.73,-3.58,81.96,5.76,29.5,30.3,0,-115.6374804,115.6374804,-231.2749608
04/02/2016,22,0,10,-2,-3.65,85.16,3.84,29.5,30.3,0,-93.83914896,93.83914896,-187.6782979
04/02/2016,23,0,10,-2.04,-4.13,80.68,5.84,29.5,30.3,0,-64.17015377,64.17015377,-128.3403075
04/02/2016,24,0,10,-1.88,-4.62,78.33,6.33,29.5,30.3,0,11.91448082,-11.91448082,23.82896163
05/02/2016,1,0.14,10,-2.45,-4.35,81.64,5.8,29.5,30.3,0,-20.35183971,20.35183971,-40.70367942
05/02/2016,2,0,10,-2.36,-4.9,77.48,6.84,29.5,30.3,0,-14.18190052,14.18190052,-28.36380103
05/02/2016,3,0,10,-2.36,-5.01,75.12,7.8,29.49,30.29,0,-61.30499042,61.30499042,-122.6099808
05/02/2016,4,0,10,-2.79,-4.66,82.8,9.36,29.5,30.3,0,-40.71474984,40.71474984,-81.42949968
05/02/2016,5,0,10,-3.35,-4.56,85,7.64,29.51,30.31,0,17.70236212,-17.70236212,35.40472424
05/02/2016,6,0.56,9.96,-3.37,-4.33,87.27,7.23,29.53,30.33,0.37,81.89142221,-81.52142221,163.4128444
05/02/2016,7,0.98,6.42,-2.93,-3.86,87.58,9.42,29.55,30.35,107.35,170.6054934,-63.25549345,233.8609869
05/02/2016,8,0.92,9.73,-2.74,-4.65,84.08,10,29.57,30.37,652.25,466.5287034,185.7212966,280.8074068
05/02/2016,9,0.75,10,-1.9,-4.38,76.42,11.31,29.58,30.38,768.25,1080.279662,-312.0296623,1392.309325
05/02/2016,10,1,10,-1.58,-4.41,75.62,8.85,29.59,30.39,1127,1326.077528,-199.0775276,1525.155055
05/02/2016,11,1,10,-1.34,-4.07,77.04,8.64,29.59,30.39,1213.5,1297.801361,-84.30136136,1382.102723
05/02/2016,12,1,10,-0.96,-4.04,76.92,8.72,29.58,30.38,1881.5,1264.105695,617.3943047,646.7113905
05/02/2016,13,1,10,-0.57,-4.03,74.76,6.04,29.56,30.36,1567.25,1753.183906,-185.9339065,1939.117813
05/02/2016,14,1,10,-0.35,-4.03,74.76,7.36,29.57,30.37,1291.25,1093.964706,197.2852941,896.6794119
05/02/2016,15,1,10,-0.1,-4.1,72.84,6.36,29.57,30.37,710.25,739.3912548,-29.14125485,768.5325097
05/02/2016,16,1,10,-0.15,-3.85,74.76,5,29.58,30.38,304.13,407.2652354,-103.1352354,510.4004708
05/02/2016,17,0.97,10,-0.7,-4.07,75.56,4.74,29.58,30.39,10.74,204.5923619,-193.8523619,398.4447238
05/02/2016,18,0.28,10,-1.32,-3.68,83.54,3.39,29.57,30.37,0,32.46499584,-32.46499584,64.92999167
05/02/2016,19,0.04,9.04,-2.24,-3.56,87.46,0.23,29.57,30.37,0,16.16311113,-16.16311113,32.32622226
05/02/2016,20,0.73,8,-2.41,-3.69,89.73,0.11,29.57,30.37,0,-32.78401016,32.78401016,-65.56802033
05/02/2016,21,0,7,-2.69,-3.85,89.8,2.88,29.54,30.34,0,91.89908745,-91.89908745,183.7981749
05/02/2016,22,0,6.96,-2.78,-3.71,90.08,0.2,29.55,30.35,0,-53.89310088,53.89310088,-107.7862018
05/02/2016,23,0,6.96,-3.19,-3.86,93.28,1.16,29.54,30.34,0,-118.6720525,118.6720525,-237.344105
05/02/2016,24,0,6.89,-3.44,-4,95.12,3,29.53,30.33,0,-5.483846449,5.483846449,-10.9676929
06/02/2016,1,0,4.08,-4.32,-4.49,94.4,0.2,29.51,30.31,0,78.32440237,-78.32440237,156.6488047
06/02/2016,2,0.42,3.76,-4.6,-4.84,94.4,0.12,29.52,30.32,0,26.69269179,-26.69269179,53.38538358
06/02/2016,3,0.4,4.12,-4.64,-4.88,95.84,1.16,29.51,30.31,0,69.51038405,-69.51038405,139.0207681
06/02/2016,4,0,4.72,-4.65,-4.95,94.4,3.2,29.51,30.31,0,104.0233065,-104.0233065,208.046613
06/02/2016,5,0.41,5.04,-4.12,-5.08,93.12,2.12,29.51,30.31,0,215.1780989,-215.1780989,430.3561977
06/02/2016,6,1,7,-3.27,-4.39,91.72,3.8,29.51,30.31,1.51,274.167236,-272.657236,546.824472
06/02/2016,7,0.79,5.68,-3.21,-3.66,91.04,4.28,29.52,30.32,228.13,160.9155083,67.21449171,93.70101658
06/02/2016,8,0.16,5,-2.18,-3.15,89.92,6.92,29.52,30.32,1652.75,643.2657122,1009.484288,-366.2185756
06/02/2016,9,0,5.72,-0.32,-2.05,87.56,7.36,29.52,30.32,3167.75,2764.490077,403.2599233,2361.230153
06/02/2016,10,0,9.92,1.93,-1.72,75.16,8.04,29.51,30.31,3987.75,4065.363552,-77.61355151,4142.977103
06/02/2016,11,0,10,3.8,-0.97,67.88,8,29.48,30.28,4331.5,4156.831136,174.6688643,3982.162271
06/02/2016,12,0,10,5.39,-0.72,63.4,7.76,29.45,30.25,4356.25,4195.818466,160.4315342,4035.386932
06/02/2016,13,0,10,6.66,-0.11,59.92,10,29.43,30.23,4026.75,3954.413499,72.3365007,3882.076999
06/02/2016,14,0,10,7.49,0.37,59.76,10.76,29.4,30.2,3248.5,3221.759433,26.74056665,3195.018867
06/02/2016,15,0,10,7.66,0.49,60.8,10.32,29.39,30.19,1842.5,2331.818278,-489.3182784,2821.136557
06/02/2016,16,0,10,7.07,0.93,62.8,7.48,29.39,30.19,514.75,864.691071,-349.941071,1214.632142
06/02/2016,17,0,10,4.04,0.98,75.36,5.4,29.38,30.18,16.83,44.95281688,-28.12281688,73.07563375
06/02/2016,18,0,10,2.2,0.37,81.88,6.4,29.37,30.17,0,-89.20302785,89.20302785,-178.4060557
06/02/2016,19,0,10,1.6,0.28,84.56,3.88,29.37,30.17,0,41.65895537,-41.65895537,83.31791074
06/02/2016,20,0,10,1.08,0.06,85.32,2.28,29.36,30.16,0,24.34387789,-24.34387789,48.68775578
06/02/2016,21,0,10,0.96,-0.07,86.16,3.24,29.35,30.14,0,-28.9771895,28.9771895,-57.954379
06/02/2016,22,0,10,0.84,-0.15,88.72,4.84,29.34,30.13,0,-9.540078656,9.540078656,-19.08015731
06/02/2016,23,0,10,0.99,-0.38,80.92,6.76,29.32,30.11,0,-17.98289281,17.98289281,-35.96578561
06/02/2016,24,0,9.89,1.39,-0.69,79.66,7.22,29.31,30.1,0,-42.74151889,42.74151889,-85.48303778
07/02/2016,1,0,10,0.79,-0.78,79.24,7.72,29.3,30.09,0,-27.96891411,27.96891411,-55.93782822
07/02/2016,2,0,10,1.56,-0.7,79,10.28,29.29,30.08,0,-53.19739614,53.19739614,-106.3947923
07/02/2016,3,0.28,10,1.95,-0.58,79,9.72,29.27,30.06,0,94.72353391,-94.72353391,189.4470678
07/02/2016,4,0.28,10,2.21,-0.74,76,10.12,29.23,30.02,0,13.06655161,-13.06655161,26.13310321
07/02/2016,5,0,10,2.2,-0.92,74.08,11.12,29.2,29.99,0,97.73707413,-97.73707413,195.4741483
07/02/2016,6,0.14,10,2.15,-0.82,76.12,12.28,29.18,29.97,0.79,161.6128215,-160.8228215,322.4356429
07/02/2016,7,0,10,2.4,-0.89,70.36,12.28,29.16,29.95,271.78,209.6608369,62.11916311,147.5416738
07/02/2016,8,0,10,2.96,-0.76,71.08,16.6,29.15,29.94,1249.5,696.1399971,553.3600029,142.7799943
07/02/2016,9,0,10,3.96,-0.61,70.2,17.96,29.12,29.91,3165.5,1969.709975,1195.790025,773.9199493
07/02/2016,10,0,10,5.85,0.49,66.92,19.24,29.11,29.9,3874.25,3592.16885,282.0811503,3310.087699
07/02/2016,11,0,10,7.77,1.47,62.8,19.36,29.08,29.87,3550.5,4126.14616,-575.6461597,4701.792319
07/02/2016,12,0,10,8.82,1.47,60.16,18.88,29.05,29.84,4285.25,3674.58609,610.6639097,3063.922181
07/02/2016,13,0.28,10,9.12,2.36,61.36,18,29.03,29.82,2876.25,3639.046551,-762.7965513,4401.843103
07/02/2016,14,0.28,10,8.98,2.42,62.4,18.88,29.01,29.8,2008.25,1812.800926,195.4490741,1617.351852
07/02/2016,15,0.14,10,8.28,2.25,63.8,17.8,29.01,29.8,922.75,1009.584166,-86.83416568,1096.418331
07/02/2016,16,0.14,10,7.12,2.37,70.68,13.28,29.03,29.82,334.75,226.1138271,108.6361729,117.4776543
07/02/2016,17,0.15,10,5.74,2.05,71.64,12.44,29.04,29.83,19.33,98.06849696,-78.73849696,176.8069939
07/02/2016,18,0,10,3.55,1.4,78.04,8.08,29.04,29.83,0,-76.94668357,76.94668357,-153.8933671
07/02/2016,19,0.65,10,3.52,1.44,82.2,8.68,29.03,29.82,0,7.722787361,-7.722787361,15.44557472
07/02/2016,20,0.74,10,3.72,1.38,82.32,8.88,29.02,29.81,0,5.064107963,-5.064107963,10.12821593
07/02/2016,21,0.01,10,2.66,0.77,83.16,9.36,29,29.79,0,-151.1541123,151.1541123,-302.3082246
07/02/2016,22,0.3,10,2.57,0.07,83.4,8.92,28.99,29.78,0,-10.92287033,10.92287033,-21.84574067
07/02/2016,23,0.74,10,2.11,-0.06,81.76,8.08,28.97,29.76,0,-95.73542703,95.73542703,-191.4708541
07/02/2016,24,0.78,10,1.75,-0.18,85.44,7,28.95,29.74,0,-4.960734898,4.960734898,-9.921469796
08/02/2016,1,0.47,10,0.73,-0.04,87.72,7,28.92,29.71,0,-31.21263105,31.21263105,-62.42526211
08/02/2016,2,0.14,10,0.33,-0.55,87.72,8.36,28.92,29.71,0,17.54505429,-17.54505429,35.09010859
08/02/2016,3,0,10,-0.13,-1.14,87.72,8.6,28.9,29.69,0,-4.970670927,4.970670927,-9.941341854
08/02/2016,4,0.22,10,-0.1,-1.13,89,8.44,28.9,29.68,0,-76.29193742,76.29193742,-152.5838748
08/02/2016,5,0.93,10,0.38,-0.61,88.96,8.63,28.89,29.67,0,108.3010624,-108.3010624,216.6021248
08/02/2016,6,1,6.7,0.54,-0.05,92,8.37,28.89,29.67,0,96.35704683,-96.35704683,192.7140937
08/02/2016,7,1,3.22,0.04,-0.73,92.82,10.85,28.89,29.68,44.17,91.80853056,-47.63853056,139.4470611
08/02/2016,8,1,8,-0.89,-1.85,89.8,14.64,28.91,29.69,112.35,285.8364817,-173.4864817,459.3229634
08/02/2016,9,1,9.96,-2.34,-4.65,79.04,18.16,28.92,29.71,341,317.1962025,23.80379748,293.392405
08/02/2016,10,1,10,-3.25,-5.12,79.12,18.88,28.94,29.73,727,514.0856059,212.9143941,301.1712119
08/02/2016,11,1,4.42,-3.55,-5.68,81.07,20.86,28.95,29.74,1053.5,914.0049457,139.4950543,774.5098915
08/02/2016,12,1,7.32,-3.6,-6.23,78.12,16.52,28.95,29.73,1110.25,1199.379274,-89.12927394,1288.508548
08/02/2016,13,1,5.19,-4.24,-7.3,75.21,16.99,28.95,29.74,694.75,698.8700828,-4.120082846,702.9901657
08/02/2016,14,1,1.78,-4.87,-6.8,82.31,16.86,28.96,29.76,370,317.1063917,52.89360834,264.2127833
08/02/2016,15,1,1.94,-5.22,-6.93,83.61,15.71,28.98,29.77,414,194.2981327,219.7018673,-25.4037346
08/02/2016,16,1,4.42,-5.2,-7.21,82,14.88,28.99,29.78,183,175.6032094,7.396790571,168.2064189
08/02/2016,17,1,8.3,-5.43,-7.83,79.22,16.81,29.01,29.8,5.83,69.53508516,-63.70508516,133.2401703
08/02/2016,18,1,9.7,-5.66,-7.79,79.2,17.96,29.03,29.82,0,8.552809134,-8.552809134,17.10561827
08/02/2016,19,1,7.81,-5.89,-7.6,83.73,16.65,29.03,29.82,0,9.879141895,-9.879141895,19.75828379
08/02/2016,20,1,9.8,-6.05,-7.74,82.28,15.76,29.02,29.81,0,-149.8884322,149.8884322,-299.7768645
08/02/2016,21,1,9.88,-6.24,-8.04,82.4,17.04,29.01,29.8,0,-26.48823349,26.48823349,-52.97646698
08/02/2016,22,1,9.71,-6.33,-8.43,81.11,17.45,29.01,29.8,0,-6.950978906,6.950978906,-13.90195781
08/02/2016,23,1,9.92,-6.49,-8.63,80.04,16.36,29.01,29.8,0,-44.63218742,44.63218742,-89.26437485
08/02/2016,24,1,10,-6.46,-9.11,80.56,15.22,29,29.79,0,24.94597136,-24.94597136,49.89194272
09/02/2016,1,1,10,-7,-9.35,77.96,15.12,28.99,29.78,0,-5.033895554,5.033895554,-10.06779111
09/02/2016,2,1,10,-7.08,-9.42,77.96,14.08,28.99,29.78,0,15.94313932,-15.94313932,31.88627865
09/02/2016,3,1,10,-7.15,-9.51,78.92,17.24,28.98,29.77,0,-21.35604524,21.35604524,-42.71209049
09/02/2016,4,1,9.92,-7.21,-9.42,80.84,16,28.99,29.78,0,11.83691201,-11.83691201,23.67382402
09/02/2016,5,1,10,-7.2,-9.51,80.84,14.72,29,29.79,0,-59.23080967,59.23080967,-118.4616193
09/02/2016,6,1,8.36,-7.32,-9.58,79.56,14.32,29.01,29.8,0.3,34.22351514,-33.92351514,68.14703028
09/02/2016,7,1,4.66,-7.77,-9.83,82.08,15.6,29.03,29.83,109.58,166.7298064,-57.14980641,223.8796128
09/02/2016,8,1,4.04,-7.79,-9.99,81.72,15.35,29.04,29.84,389.25,434.6768315,-45.42683148,480.103663
09/02/2016,9,1,3.48,-7.53,-10.06,78.32,16.86,29.05,29.85,638,631.3253267,6.67467329,624.6506534
09/02/2016,10,1,1.98,-7.52,-9.68,81.77,19.54,29.07,29.86,720,792.1769217,-72.17692171,864.3538434
09/02/2016,11,1,1.85,-7.41,-9.72,81.51,21.46,29.08,29.87,977.5,1006.505875,-29.00587522,1035.51175
09/02/2016,12,1,2.62,-7.47,-10.37,77.75,19.63,29.08,29.87,1352.5,1043.163419,309.3365811,733.8268378
09/02/2016,13,0.93,3.25,-7.3,-10.62,74.11,21.48,29.07,29.87,1254,1140.687201,113.3127986,1027.374403
09/02/2016,14,1,4.71,-7.1,-10.81,72.08,20.12,29.09,29.88,642,863.7977616,-221.7977616,1085.595523
09/02/2016,15,1,4.78,-7.12,-10.71,73.38,20.35,29.12,29.91,517.5,387.9398682,129.5601318,258.3797363
09/02/2016,16,1,3.84,-7.5,-10.8,76.26,18.68,29.14,29.94,184.88,246.8822355,-62.00223548,308.884471
09/02/2016,17,1,6.98,-7.71,-11.29,72.96,15.92,29.16,29.95,10.14,81.76245415,-71.62245415,153.3849083
09/02/2016,18,1,5.16,-7.9,-10.1,79.44,16.04,29.19,29.98,0,-110.2164398,110.2164398,-220.4328796
09/02/2016,19,1,3.78,-8.36,-10.4,81.71,16.56,29.19,29.98,0,19.00835251,-19.00835251,38.01670503
09/02/2016,20,1,5.8,-8.67,-11.05,77,17.2,29.19,29.98,0,24.12266215,-24.12266215,48.24532431
09/02/2016,21,1,6.16,-8.98,-11.05,79.56,16.68,29.2,29.99,0,-35.37706806,35.37706806,-70.75413612
09/02/2016,22,1,5.8,-9.22,-11.39,78.28,19.52,29.2,29.99,0,-65.03834753,65.03834753,-130.0766951
09/02/2016,23,1,7.11,-9.4,-11.85,79.58,16.89,29.21,30,0,-8.780400497,8.780400497,-17.56080099
09/02/2016,24,1,9.89,-9.52,-12.94,76.67,15.11,29.2,29.99,0,-22.64313676,22.64313676,-45.28627352
10/02/2016,1,0.28,10,-10.67,-14.46,72.04,14.92,29.21,30,0,-53.25392916,53.25392916,-106.5078583
10/02/2016,2,0.01,10,-11.27,-14.46,73,15.76,29.23,30.02,0,-108.5515365,108.5515365,-217.1030731
10/02/2016,3,0,10,-11.93,-14.77,75.56,12.4,29.22,30.01,0,-147.8488202,147.8488202,-295.6976403
10/02/2016,4,0,10,-12.23,-15.17,74.4,13.56,29.24,30.03,0,-103.5172095,103.5172095,-207.034419
10/02/2016,5,0,10,-12.78,-15.46,75.04,11.12,29.24,30.03,0,197.0380076,-197.0380076,394.0760151
10/02/2016,6,0,10,-13.94,-15.79,76.16,8.96,29.26,30.05,2.41,218.9983302,-216.5883302,435.5866604
10/02/2016,7,0,10,-13.83,-15.95,76.28,9.6,29.27,30.06,322.55,288.6114014,33.93859861,254.6728028
10/02/2016,8,0,10,-11.7,-15.46,70.24,14.6,29.28,30.07,1287.25,962.9833156,324.2666844,638.7166312
10/02/2016,9,0,10,-10.71,-15.06,67.12,17.44,29.3,30.09,2402.25,2308.884509,93.36549118,2215.519018
10/02/2016,10,0.28,10,-9.8,-14.84,64.44,14.64,29.3,30.09,3605.75,2667.732028,938.0179719,1729.714056
10/02/2016,11,0,10,-9.02,-13.98,65.6,13.04,29.29,30.08,3823.25,3369.559699,453.6903006,2915.869399
10/02/2016,12,0.28,10,-8.06,-13.47,63.92,11.12,29.28,30.07,3286.75,3613.68221,-326.9322096,3940.614419
10/02/2016,13,0.29,10,-7.33,-13.09,61.24,11.76,29.26,30.05,2443,2804.924711,-361.9247115,3166.849423
10/02/2016,14,0,10,-6.82,-12.91,60.6,11.76,29.26,30.05,2479.75,1508.928079,970.8219214,538.1061572
